nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
2087,keep,Computational study of flow past arrays of plates in the vicinity of surfaces,"""Creator: LIU, I-HAN, Thesis advisor: Öztekin, Alparslan""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-4,,,,,,,,,,,,,,,,,,,
394823,delete,Computational study of flow past arrays of plates in the vicinity of surfaces,"""Creator: LIU, I-HAN - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-46,,,,,,,,,,,,,,,,,,,
394254,delete,Computational Study of Forward Osmosis Processes Using Hollow Fibers Membrane,"""Creator: Alghafis, Abdullah - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-36,,,,,,,,,,,,,,,,,,,
5219,keep,Computational Study of Forward Osmosis Processes Using Hollow Fibers Membrane,"""Creator: Alghafis, Abdullah, Thesis advisor: Öztekin, Alparslan""",8/1/2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-20,,,,,,,,,,,,,,,,,,,
2271,keep,Computational Study of Free Jets Emanating from Circular and Lobed Orifice-Lattice Boltzmann Method,"""Creator: Chen, Yang, Thesis advisor: Öztekin, Alparslan""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-6,,,,,,,,,,,,,,,,,,,
394412,delete,Computational Study of Free Jets Emanating from Circular and Lobed Orifice-Lattice Boltzmann Method,"""Creator: Chen, Yang - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-43,,,,,,,,,,,,,,,,,,,
2924,keep,Computational Study of GaN-Based Subwavelength Gratings for Infrared Applications,"""Creator: Wu, Jiaheng, Thesis advisor: Zhou, Chao""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-11,,,,,,,,,,,,,,,,,,,
395272,delete,Computational Study of GaN-Based Subwavelength Gratings for Infrared Applications,"""Creator: Wu, Jiaheng - Lehigh University, Creator: Zhou, Chao - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-50,,,,,,,,,,,,,,,,,,,
394261,delete,Computational Study of Gas Separation Using Reverse Osmosis Membranes,"""Creator: Alrehili, Mohammed F. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-37,,,,,,,,,,,,,,,,,,,
5331,keep,Computational Study of Gas Separation Using Reverse Osmosis Membranes,"""Creator: Alrehili, Mohammed Faraj, Thesis advisor: Öztekin, Alparslan""",2018-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-21,,,,,,,,,,,,,,,,,,,
428150,delete,Computational Study of Jet Flows Emanating from a Circular Orifice,"""Creator: Xue, Guanyang - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-52,,,,,,,,,,,,,,,,,,,
7034,keep,Computational Study of Jet Flows Emanating from a Circular Orifice,"""Creator: Xue, Guanyang, Thesis advisor: Öztekin, Alparslan""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-29,,,,,,,,,,,,,,,,,,,
394299,delete,Computational Study of Seawater Desalination Using Hollow Fiber Direct Contact Membrane Distillation,"""Creator: Asiri, Jaber M. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-41,,,,,,,,,,,,,,,,,,,
7239,keep,Computational Study of Seawater Desalination Using Hollow Fiber Direct Contact Membrane Distillation,"""Creator: Asiri, Jaber M., Thesis advisor: Öztekin, Alparslan""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-30,,,,,,,,,,,,,,,,,,,
394290,delete,Computational Study of Water Desalination by Reverse Osmosis Membrane,"""Creator: Anqi, Ali E. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-40,,,,,,,,,,,,,,,,,,,
7269,keep,Computational Study of Water Desalination by Reverse Osmosis Membrane,"""Creator: Anqi, Ali Eisa M., Thesis advisor: Öztekin, Alparslan ; Kazakia, Jacob Y. ; Webb, Edmund B. ; Cheng, Xuanhong;""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-31,,,,,,,,,,,,,,,,,,,
2047,keep,Computational Study of Water Desalination Using Direct Contact Membrane Distillation,"""Creator: Alwatban, Anas Mohammed, Thesis advisor: Öztekin, Alparslan""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-3,,,,,,,,,,,,,,,,,,,
394269,delete,Computational Study of Water Desalination Using Direct Contact Membrane Distillation,"""Creator: Alwatban, Anas M. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-39,,,,,,,,,,,,,,,,,,,
2137,keep,Computational Study of Water Desalination Using Forward Osmosis,"""Creator: Alshwairekh, Ahmed Mohammed, Thesis advisor: Öztekin, Alparslan""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-5,,,,,,,,,,,,,,,,,,,
394264,delete,Computational Study of Water Desalination Using Forward Osmosis,"""Creator: Alshwairekh, Ahmed M. - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computational-38,,,,,,,,,,,,,,,,,,,
2020,keep,Computed Tomography Derived Mechanical Characterization of Bone Quality in Distal Femur Fractures,"""Creator: Inacio, Jordan Ventura, Thesis advisor: Dailey, Hannah L.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computed,,,,,,,,,,,,,,,,,,,
394695,delete,Computed Tomography Derived Mechanical Characterization of Bone Quality in Distal Femur Fractures,"""Creator: Inacio, Jordan V. - Lehigh University, Creator: Dailey, Hannah L. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computed-0,,,,,,,,,,,,,,,,,,,
428115,delete,Computer Modeling and Dynamic Control of Post Combustion Carbon Capture Process Associated with Solar Power System,"""Creator: ALZHRANI, Abdulbaset - Lehigh University, Creator: Baltrusaitis, Jonas - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computer-26,,,,,,,,,,,,,,,,,,,
7135,keep,Computer Modeling and Dynamic Control of Post Combustion Carbon Capture Process Associated with Solar Power System,"""Creator: ALZHRANI, Abdulbaset, Thesis advisor: Baltrusaitis, Jonas""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/computer-19,,,,,,,,,,,,,,,,,,,
3284,keep,Condensation - warming up to mitotic DNA architecture,"""Creator: Shen, Donglai, Thesis advisor: Skibbens, Robert V.""",2018-11,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/condensation,,,,,,,,,,,,,,,,,,,
395104,delete,Condensation - warming up to mitotic DNA architecture,"""Creator: Shen, Donglai - Lehigh University, Creator: Skibbens, Robert V. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/condensation-1,,,,,,,,,,,,,,,,,,,
2413,keep,Conic Programming Approaches for Polynomial Optimization: Theory and Applications,"""Creator: Kuang, Xiaolong, Thesis advisor: Zuluaga, Luis F.""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/conic,,,,,,,,,,,,,,,,,,,
394787,delete,Conic Programming Approaches for Polynomial Optimization: Theory and Applications,"""Creator: Kuang, Xiaolong - Lehigh University, Creator: Zuluaga, Luis F. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/conic-0,,,,,,,,,,,,,,,,,,,
394532,delete,Consensus-and Deep Reinforcement Learning (DRL)-based Real-time Optimal Control of DC Microgrids,"""Creator: Fan, Zhen - Lehigh University, Creator: Liu, Wenxin - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/consensus-deep-0,,,,,,,,,,,,,,,,,,,
7108,keep,Consensus-and Deep Reinforcement Learning (DRL)-based Real-time Optimal Control of DC Microgrids,"""Creator: Fan, Zhen, Thesis advisor: Liu, Wenxin""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/consensus-deep,,,,,,,,,,,,,,,,,,,
395369,delete,Constructive Conversations about Race: What factors predict how Black and White people communicate about race?,"""Creator: Zungu, Sinenhlanhla - Lehigh University, Creator: Gill, Michael J. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/constructive-0,,,,,,,,,,,,,,,,,,,
7230,keep,Constructive Conversations about Race: What factors predict how Black and White people communicate about race?,"""Creator: Zungu, Sinenhlanhla, Thesis advisor: Gill, Michael J.""",1/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/constructive,,,,,,,,,,,,,,,,,,,
3890,keep,Consumers' Responses to Online Word-of-Mouth and Social Media,"""Creator: Li, Xuan, Thesis advisor: Chou, Shin-Yi""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/consumers,,,,,,,,,,,,,,,,,,,
394839,delete,Consumers' Responses to Online Word-of-Mouth and Social Media,"""Creator: Li, Xuan - Lehigh University, Creator: Chou, Shin-Yi - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/consumers-0,,,,,,,,,,,,,,,,,,,
1559,keep,Contact Mechanics of Structured Elastomers Under Dry and Lubricated Conditions,"""Creator: Moyle, Nichole Marie, Thesis advisor: Jagota, Anand""",2020-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/contact,,,,,,,,,,,,,,,,,,,
394936,delete,Contact Mechanics of Structured Elastomers Under Dry and Lubricated Conditions,"""Creator: Moyle, Nichole M. - Lehigh University, Creator: Jagota, Anand - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/contact-1,,,,,,,,,,,,,,,,,,,
2010,keep,Contact with early childhood education programs and child abuse in Cambodia: The role of mothers' agency and involvement in early stimulation activities,"""Creator: Grace, Kelly Ranae, Thesis advisor: Eng, Sothy""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/contact-early,,,,,,,,,,,,,,,,,,,
394610,delete,Contact with early childhood education programs and child abuse in Cambodia: The role of mothers' agency and involvement in early stimulation activities,"""Creator: Grace, Kelly R. - Lehigh University, Creator: Eng, Sothy - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/contact-early-0,,,,,,,,,,,,,,,,,,,
2828,keep,Controlling Oxide Formation in 1010 Steel: Laboratory Simulation of Industrial Quench Spray,"""Creator: Edgerton, Jack Odell, Thesis advisor: Misiolek, Wojciech Z.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/controlling,,,,,,,,,,,,,,,,,,,
394515,delete,Controlling Oxide Formation in 1010 Steel: Laboratory Simulation of Industrial Quench Spray,"""Creator: Edgerton, Jack O. - Lehigh University, Creator: Misiolek, Wojciech - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/controlling-1,,,,,,,,,,,,,,,,,,,
5146,keep,Control of the wake from a simulated blade by trailing-edge blowing,"""Creator: Naumann, R. (Rolf) Georg, Thesis advisor: Rockwell, Donald O. Jr.""",1992-07,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/control-wake-0,,,,,,,,,,,,,,,,,,,
6770,delete,Control of the wake from a simulated blade by trailing-edge blowing,"""Creator: Corcoran, Timothy E., Thesis advisor: Rockwell, Donald O. Jr.""",1992-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/control-wake-1,,,,,,,,,,,,,,,,,,,
395211,delete,Creating Citizen Science Identity: Growing Conservation And Environmentally-Minded Stem Interest Through Mobile Learning And Authentic Practice,"""Creator: Wallace, Duane E. - Lehigh University, Creator: Bodzin, Alec M. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/creating-1,,,,,,,,,,,,,,,,,,,
5918,keep,Creating Citizen Science Identity: Growing Conservation And Environmentally-Minded Stem Interest Through Mobile Learning And Authentic Practice,"""Creator: Wallace, Duane Edward, Thesis advisor: Bodzin, Alec M.""",2018-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/creating-citizen,,,,,,,,,,,,,,,,,,,
395147,delete,Creature Counting: The Effects of Augmented Reality on Perseverance and Early Numeracy Skills,"""Creator: Stotz, Megan D. - Lehigh University, Creator: Columba, Lynn - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/creature-0,,,,,,,,,,,,,,,,,,,
5201,keep,Creature Counting: The Effects of Augmented Reality on Perseverance and Early Numeracy Skills,"""Creator: Stotz, Megan Drury, Thesis advisor: Columba, Lynn""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/creature,,,,,,,,,,,,,,,,,,,
394883,delete,Cryptosporidium attachment to functionalized surfaces,"""Creator: Mayerberger, Elisa - Lehigh University, Creator: Jellison, Kristen - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-217,,,,,,,,,,,,,,,,,,,
7154,keep,Cryptosporidium attachment to functionalized surfaces,"""Creator: Mayerberger, Elisa, Thesis advisor: Jellison, Kristen""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-70,,,,,,,,,,,,,,,,,,,
394277,delete,Curriculum Matters: An Analysis of Primary Schools' National Curriculum in Afghanistan Post 9/11,"""Creator: Amiri, Fayaz - Lehigh University, Creator: Silova, Iveta - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/curriculum-0,,,,,,,,,,,,,,,,,,,
5249,keep,Curriculum Matters: An Analysis of Primary Schools' National Curriculum in Afghanistan Post 9/11,"""Creator: Amiri, Fayaz, Thesis advisor: Silova, Iveta ; Burde, Dana ; Eng, Sothy""",2016-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/curriculum,,,,,,,,,,,,,,,,,,,
395223,delete,Cybersecurity for Cyber Physical Systems Through Machine Learning,"""Creator: Wang, Zisheng - Lehigh University, Creator: Blum, Rick - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/cybersecurity-1,,,,,,,,,,,,,,,,,,,
4370,keep,Cybersecurity for Cyber Physical Systems Through Machine Learning,"""Creator: Wang, Zisheng, Thesis advisor: Blum, Rick""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/cybersecurity-0,,,,,,,,,,,,,,,,,,,
2354,keep,Cybersecurity of Demand Side Management in the Smart Electricity Grid,"""Creator: Yao, Jiyun, Thesis advisor: Venkitasubramaniam, Parvathinathan""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/cybersecurity,,,,,,,,,,,,,,,,,,,
395301,delete,Cybersecurity of Demand Side Management in the Smart Electricity Grid,"""Creator: Yao, Jiyun - Lehigh University, Creator: Venkitasubramaniam, Parv - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/cybersecurity-2,,,,,,,,,,,,,,,,,,,
394753,delete,Damage and Resilience Assessments of Telecommunication Systems under Hurricanes,"""Creator: Khazaali, Mohanad - Lehigh University, Creator: Bocchini, Paolo - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/damage-1,,,,,,,,,,,,,,,,,,,
7138,keep,Damage and Resilience Assessments of Telecommunication Systems under Hurricanes,"""Creator: Khazaali, Mohanad, Thesis advisor: Bocchini, Paolo""",11/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/damage,,,,,,,,,,,,,,,,,,,
395196,delete,Data-Driven and Hybrid Techniques for Localized Health Monitoring and Prognosis of Structures,"""Creator: Valeti, Bhavana - Lehigh University, Creator: Pakzad, Shamim - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/data-driven-3,,,,,,,,,,,,,,,,,,,
5815,keep,Data-Driven and Hybrid Techniques for Localized Health Monitoring and Prognosis of Structures,"""Creator: Valeti, Bhavana, Thesis advisor: Pakzad, Shamim, Thesis advisor: Sause, Richard""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/data-driven-0,,,,,,,,,,,,,,,,,,,
395174,delete,Data-driven Modeling in Understanding the Mechanism of Heterogeneous Catalytic Reactions,"""Creator: Tian, Huijie - Lehigh University, Creator: Rangarajan, Srinivas - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/data-driven-2,,,,,,,,,,,,,,,,,,,
7082,keep,Data-driven Modeling in Understanding the Mechanism of Heterogeneous Catalytic Reactions,"""Creator: Tian, Huijie, Thesis advisor: Rangarajan, Srinivas""",1/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/data-driven-1,,,,,,,,,,,,,,,,,,,
394768,delete,Defect Growth Characterization in Modern Rail Steel,"""Creator: Kizildemir, Sena - Lehigh University, Creator: Nied, Herman F. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/defect-growth-0,,,,,,,,,,,,,,,,,,,
5552,keep,Defect Growth Characterization in Modern Rail Steel,"""Creator: Kizildemir, Sena, Thesis advisor: Nied, Herman F.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/defect-growth,,,,,,,,,,,,,,,,,,,
394703,delete,Deformation-Enhanced Fluid and Mass Transfer Along Central and Western Alps Paleo-Subduction Interfaces: Significance for Carbon Cycling Models,"""Creator: Jaeckel, Kathleen P. - Lehigh University, Creator: Bebout, Gray E. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/deformation-8,,,,,,,,,,,,,,,,,,,
4463,keep,Deformation-Enhanced Fluid and Mass Transfer Along Central and Western Alps Paleo-Subduction Interfaces: Significance for Carbon Cycling Models,"""Creator: Jaeckel, Kathleen Patricia, Thesis advisor: Bebout, Gray E. ; Idleman, Bruce D. ; Anastasio, David J.""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/deformation-3,,,,,,,,,,,,,,,,,,,
394616,delete,Deformation Mechanisms of Toughened Poly(Lactic Acid) Using Novel Additives,"""Creator: Greenland, Jordan L. - Lehigh University, Creator: Pearson, Raymond - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/deformation-7,,,,,,,,,,,,,,,,,,,
7244,keep,Deformation Mechanisms of Toughened Poly(Lactic Acid) Using Novel Additives,"""Creator: Greenland, Jordan Lucas, Thesis advisor: Pearson, Raymond, Thesis advisor: Misiolek, Wojciech""",8/12/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/deformation-6,,,,,,,,,,,,,,,,,,,
1953,keep,Dehydrochlorination Causing Surface Discoloration of PVC Products in Agricultural Sprinkler Irrigation Systems,"""Creator: Bancewicz, Bartlomiej Konstanty, Thesis advisor: Jedlicka, Sabrina""",2021-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-5,,,,,,,,,,,,,,,,,,,
394321,delete,Dehydrochlorination Causing Surface Discoloration of PVC Products in Agricultural Sprinkler Irrigation Systems,"""Creator: Bancewicz, Bartlomiej K. - Lehigh University, Creator: Jedlicka, Sabrina - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations-195,,,,,,,,,,,,,,,,,,,
395295,delete,Delay Performance and Cybersecurity of Smart Grid Infrastructure,"""Creator: Yang, Huan - Lehigh University, Creator: Cheng, Liang - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/delay-0,,,,,,,,,,,,,,,,,,,
4493,keep,Delay Performance and Cybersecurity of Smart Grid Infrastructure,"""Creator: Yang, Huan, Thesis advisor: Cheng, Liang""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/delay,,,,,,,,,,,,,,,,,,,
395124,delete,Design Analysis of Subwavelength Gratings as VCSEL Mirrors,"""Creator: Slosberg, Austin M. - Lehigh University, Creator: Tansu, Nelson - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-99,,,,,,,,,,,,,,,,,,,
4146,keep,Design Analysis of Subwavelength Gratings as VCSEL Mirrors,"""Creator: Slosberg, Austin M, Thesis advisor: Tansu, Nelson""",2017-12,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-33,,,,,,,,,,,,,,,,,,,
428137,delete,Design and Development of a Flapping Wing System for Unsteady Forces and Power Measurement,"""Creator: Mudbhari, Durlav - Lehigh University, Creator: Moored, Keith - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-113,,,,,,,,,,,,,,,,,,,
6016,keep,Design and Development of a Flapping Wing System for Unsteady Forces and Power Measurement,"""Creator: Mudbhari, Durlav, Thesis advisor: Moored, Keith W.""",2016-12,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-58,,,,,,,,,,,,,,,,,,,
394619,delete,Design and Implementation of a Novel Apparatus for the study of Ultracold 6Li,"""Creator: Griffin, John R. - Lehigh University, Creator: Sommer, Ariel T. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-92,,,,,,,,,,,,,,,,,,,
7157,keep,Design and Implementation of a Novel Apparatus for the study of Ultracold 6Li,"""Creator: Griffin, John R., Thesis advisor: Sommer, Ariel T.""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-77,,,,,,,,,,,,,,,,,,,
3430,keep,Design and Manufacturing of a High Performance Indoor Quadcopter,"""Creator: Liu, Guangyi, Thesis advisor: Motee, Nader""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-26,,,,,,,,,,,,,,,,,,,
394829,delete,Design and Manufacturing of a High Performance Indoor Quadcopter,"""Creator: Liu, Guangyi - Lehigh University, Creator: Motee, Nader - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-94,,,,,,,,,,,,,,,,,,,
2380,keep,Design and Preliminary Testing of a Novel Rotating Wheel Experiment for Rayleigh Taylor Instability,"""Creator: Fuentes, Erwin, Thesis advisor: Banerjee, Arindam""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-7,,,,,,,,,,,,,,,,,,,
394563,delete,Design and Preliminary Testing of a Novel Rotating Wheel Experiment for Rayleigh Taylor Instability,"""Creator: Fuentes, Erwin - Lehigh University, Creator: Banerjee, Arindam - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-89,,,,,,,,,,,,,,,,,,,
3882,keep,Design a Solar Thermal System for a Carbon Capture Pilot-Scale Plant,"""Creator: Asiri, Jaber, Thesis advisor: Romero, Carlos E.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-solar,,,,,,,,,,,,,,,,,,,
394301,delete,Design a Solar Thermal System for a Carbon Capture Pilot-Scale Plant,"""Creator: Asiri, Jaber - Lehigh University, Creator: Romero, Carlos E. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-solar-0,,,,,,,,,,,,,,,,,,,
395000,delete,Design Considerations for Central Bank Digital Currencies,"""Creator: Peracchio, William A. - Lehigh University, Creator: Korth, Hank F. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-96,,,,,,,,,,,,,,,,,,,
6172,keep,Design Considerations for Central Bank Digital Currencies,"""Creator: Peracchio, William Anthony, Thesis advisor: Korth, Hank F., Thesis advisor: Trinkle, Jeff C.""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-62,,,,,,,,,,,,,,,,,,,
394842,delete,Designing Reinforcement Learning Models for Combinatorial Optimization Problems,"""Creator: Li, Tao - Lehigh University, Creator: Snyder, Lawrence V. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/designing-2,,,,,,,,,,,,,,,,,,,
6953,keep,Designing Reinforcement Learning Models for Combinatorial Optimization Problems,"""Creator: Li, Tao, Thesis advisor: Snyder, Lawrence V., Thesis advisor: Takáč, Martin""",12/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/designing-0,,,,,,,,,,,,,,,,,,,
428129,delete,Design of a Controllable Weather Balloon to fly on Mars,"""Creator: Ivie, Benjamin - Lehigh University, Creator: Hart, Terry J. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-114,,,,,,,,,,,,,,,,,,,
